,genre,file,audio,sr,zero_crossing_rate_mean,zero_crossing_rate_var,spectral_centroid_mean,spectral_centroid_var,rms_mean,rms_var,spectral_rolloff_mean,spectral_rolloff_var,mfcc01_mean,mfcc01_var,mfcc02_mean,mfcc02_var,mfcc03_mean,mfcc03_var,mfcc04_mean,mfcc04_var,mfcc05_mean,mfcc05_var,mfcc06_mean,mfcc06_var,mfcc07_mean,mfcc07_var,mfcc08_mean,mfcc08_var,mfcc09_mean,mfcc09_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var,chroma01_mean,chroma01_var,chroma02_mean,chroma02_var,chroma03_mean,chroma03_var,chroma04_mean,chroma04_var,chroma05_mean,chroma05_var,chroma06_mean,chroma06_var,chroma07_mean,chroma07_var,chroma08_mean,chroma08_var,chroma09_mean,chroma09_var,chroma10_mean,chroma10_var,chroma11_mean,chroma11_var,chroma12_mean,chroma12_var,tempo
25,pop,pop.00003.wav,"[-0.0249939  -0.01815796 -0.02023315 ... -0.36505127 -0.4237976
 -0.42385864]",22050,0.08547939454861399,0.019123664156976593,1837.5441943449187,134661.59592657955,0.12856176793575286,0.0003104663755628701,3669.481426532452,445183.1284479632,-125.878746,2745.6047,126.59248,1228.871,-23.16423,507.24088,36.222904,368.473,20.941078,142.78128,-1.178133,182.02644,16.49263,104.42439,-3.6442106,90.05693,6.5201015,92.1369,9.341534,79.24412,-6.4032426,70.350746,3.8655267,60.197083,-7.9430027,57.974556,2.04483,68.86275,-2.3307312,66.48117,-1.4820092,68.72704,4.7480507,77.792885,-3.500787,72.01733,4.8901486,61.283348,-3.1965349,60.909,0.37302968,0.080514245,0.33875048,0.04724061,0.5640998,0.098589905,0.36755,0.04769303,0.2707019,0.039876636,0.32195735,0.07750155,0.38615936,0.05332982,0.71050245,0.08794949,0.44133937,0.053638782,0.40239435,0.09092788,0.32879844,0.060679484,0.4135603,0.07806715,92.28515625
26,pop,pop.00000.wav,"[-0.0887146  -0.09524536 -0.10275269 ...  0.04016113  0.03860474
  0.02639771]",22050,0.1269047160418722,0.02976012297694677,3421.513231414579,126043.46019606975,0.18468364775180818,0.0013935405913562261,7953.512188251201,323892.69586696447,-94.507706,4169.451,55.67104,619.3284,29.26626,325.30518,27.035044,293.3518,20.046722,140.73383,1.1847866,224.80861,12.946829,136.18828,-0.79853857,161.86072,8.866569,119.53509,-0.6815192,125.67849,-5.3425074,96.85952,2.2080843,74.16854,-4.6136193,71.35775,-0.9867294,49.63589,-1.4889774,61.333065,3.116903,112.50386,2.504271,92.407234,4.1002727,112.86937,9.17729,87.59621,4.741727,88.58237,0.38352704,0.09647824,0.32721692,0.06501442,0.3898005,0.09730105,0.32572132,0.060255207,0.46205592,0.11256069,0.480447,0.113922626,0.33977783,0.057570953,0.47913158,0.12980206,0.40071708,0.07458277,0.41143388,0.10066007,0.33825043,0.07870344,0.3377641,0.06640766,135.99917763157896
27,pop,pop.00004.wav,"[-0.12844849 -0.10952759 -0.06726074 ... -0.31854248 -0.31814575
 -0.43252563]",22050,0.1238991843649547,0.02203885884900356,2751.4973412963386,65593.21301493535,0.20994188338518144,0.0003247506077428874,5986.023418719951,236726.97094781324,-20.932325,1277.2793,83.24618,497.58316,5.0522327,379.99564,16.362148,172.30475,9.399238,103.768814,-0.56426716,132.2916,4.0395784,77.535385,6.204656,48.640255,9.118701,51.03177,5.864222,49.889416,-3.5043368,36.050194,-0.63819164,38.53403,-3.169014,34.502907,1.5493342,41.29012,-0.91566044,32.606133,-2.957518,47.632214,-1.3284,36.215282,-0.8770299,43.70539,0.6870288,52.989502,-1.7721593,48.6912,0.38014767,0.08661592,0.35780054,0.0626326,0.42703047,0.102347456,0.3334311,0.060820762,0.39569744,0.09664484,0.3268187,0.069072224,0.3493562,0.077865586,0.39353353,0.086514734,0.4225367,0.08569879,0.47658285,0.092872195,0.35892618,0.069008514,0.39097992,0.092050664,107.666015625
28,pop,pop.00006.wav,"[-0.0340271  -0.04330444 -0.0463562  ...  0.08895874  0.06835938
  0.01708984]",22050,0.06779217575445426,0.021436003878996884,2122.3413113790098,93142.82364192558,0.0934390265494585,0.0006336679237356092,4971.917217548076,539974.5209362295,-169.12946,4908.413,94.64907,577.69855,24.48003,353.99103,27.384007,181.76631,11.639039,61.881386,14.885311,105.03167,4.2372394,63.262802,12.381324,42.912354,10.709881,36.95594,5.1241975,44.864616,-0.3483768,56.543236,1.2524847,45.035286,-4.157143,47.483643,-3.124799,50.51993,0.30709663,33.972183,-3.5452862,37.400963,-2.8116305,33.87045,-5.7679443,38.79523,-5.212289,58.174038,-0.09213235,49.96161,0.5529875,0.12942545,0.37999168,0.06838613,0.32281658,0.0678263,0.25776592,0.047847826,0.27836245,0.04972454,0.3521841,0.11945422,0.39221737,0.051025905,0.61247873,0.10728816,0.37937832,0.05161042,0.27565488,0.07470738,0.26025772,0.04680957,0.42935744,0.07512673,92.28515625
29,pop,pop.00001.wav,[0.7692261  0.2246399  0.69036865 ... 0.21218872 0.21685791 0.24371338],22050,0.14960464127873507,0.01981262166726319,3697.4312067683977,54154.60900625643,0.26077036559581757,0.0002932601239853838,8064.333646334135,136492.47495493092,-59.167095,5427.7104,45.31407,1440.8833,36.86272,895.25525,15.6994,494.67468,15.664842,334.71713,1.6692803,328.95087,7.293104,219.53711,8.811882,187.13007,5.8277197,188.77106,7.989068,147.81265,-2.2795851,113.31007,1.9039608,108.30502,-0.91525316,116.19692,0.04223725,98.4934,0.096951775,93.33559,-0.82935286,129.6903,5.5751543,205.32909,3.8229442,170.98001,5.5785375,166.52544,4.9321375,155.19604,0.4467493,0.11408971,0.36252996,0.07944886,0.3626063,0.083226115,0.41858461,0.10491481,0.40150884,0.0838653,0.51254183,0.1374612,0.41326565,0.07670154,0.5119892,0.11160719,0.45995763,0.099049374,0.35681027,0.08298077,0.36819085,0.091523655,0.3414407,0.06844422,107.666015625
30,classical,classical.00002.wav,"[-0.04046631 -0.07815552 -0.08737183 ... -0.06555176 -0.04309082
 -0.02944946]",22050,0.09018361209715184,0.012353212667300096,1492.8431549110437,8780.594361448466,0.043583504483103754,7.329181048556358e-05,2789.659592848558,28097.52480000576,-235.30266,854.2952,141.11952,197.94649,-34.68189,151.49007,30.97919,135.62515,-16.402012,50.821636,23.11808,81.742584,-11.041572,79.2129,7.6543593,59.207134,-19.016834,50.765453,4.2267823,77.788445,-11.8357525,60.016907,8.917746,67.45937,-1.4451483,99.53163,4.2909236,81.2823,1.4704617,95.079384,3.1791406,85.04738,-1.3147043,77.01371,2.9452567,74.20226,-1.6585304,59.31735,-2.8946586,53.034893,0.19733901,0.018755667,0.42375132,0.12372665,0.36188352,0.10665293,0.23207872,0.040730134,0.39317593,0.13505147,0.14610638,0.012559914,0.23258813,0.08390813,0.14149223,0.021270473,0.28141227,0.07628907,0.28685394,0.08771416,0.17807446,0.016682502,0.45996684,0.15009892,99.38401442307692
31,classical,classical.00008.wav,[0.01538086 0.02087402 0.01119995 ... 0.06060791 0.06332397 0.03695679],22050,0.07889301293309865,0.015325319107680995,1517.271549399749,29317.21166472837,0.033856657426804306,0.00022638510701148876,2974.8948317307695,99549.07105192632,-292.093,4867.0347,127.76223,252.69746,-29.910952,201.96495,37.434177,85.85785,-9.569949,112.58077,5.109292,77.41208,-13.825463,84.46526,7.040886,61.50833,-7.0332546,93.65803,6.498645,97.119156,-9.904662,119.551605,4.711042,122.621635,0.3650692,164.8904,1.4664493,148.43431,3.4063017,152.53632,6.0794387,143.22926,0.9565999,142.14795,-0.76072896,94.01976,-2.102644,121.94109,0.7553475,104.20617,0.47982314,0.15406264,0.20529716,0.02389528,0.22564027,0.08509081,0.16869524,0.05603608,0.1733424,0.044043664,0.32570818,0.1329949,0.17470205,0.035233226,0.2469055,0.087546065,0.19397454,0.058571182,0.3135335,0.0907378,0.34277746,0.119361244,0.206462,0.026349723,135.99917763157896
32,classical,classical.00003.wav,"[-0.0083313  -0.02258301 -0.04367065 ...  0.00463867 -0.00314331
 -0.00640869]",22050,0.10910636550005921,0.023643703733639127,1530.5332068677694,30246.770335310495,0.029246988613158463,0.00014605337545666914,2919.3308856670674,102168.09024383652,-326.89743,3197.6777,127.400604,309.77808,-30.596176,462.49683,37.471397,127.375435,-5.2961755,131.09523,20.813564,116.73915,-1.7786853,72.687584,-4.6154566,100.320045,-4.040199,93.012054,5.2422743,73.75591,-0.6424488,125.50999,2.7945673,173.09595,7.2292066,151.28098,3.9706953,113.17692,-2.3921704,154.95311,1.4881847,125.20926,0.5893414,111.411896,-0.59301853,151.70667,2.3430703,133.95055,2.6382525,210.39919,0.33399972,0.14040458,0.1398566,0.014449136,0.34869316,0.15032214,0.25355235,0.08661027,0.2600847,0.08973248,0.26660758,0.12092671,0.20028205,0.05788951,0.32216415,0.11120128,0.11452198,0.009308361,0.20057936,0.06715888,0.16780025,0.03996806,0.20250612,0.049622208,135.99917763157896
33,classical,classical.00005.wav,"[-0.02459717 -0.04446411 -0.04428101 ... -0.00109863 -0.00091553
 -0.00152588]",22050,0.0753165037990172,0.009496844274507976,1431.972082534411,9039.795195586981,0.04299941770732403,0.00024060720646079886,2835.2188814603364,35922.6676906372,-264.33557,7371.5586,138.1797,321.03146,-30.096487,147.68916,37.83662,178.13768,-7.1731243,95.44989,6.7740793,108.36917,-11.809729,73.81504,4.7056303,81.6296,-9.825993,63.12352,5.859127,93.53124,-9.563163,55.42707,2.6768575,85.86542,-4.7887115,72.231636,-1.4070551,80.48094,-2.0916636,86.886185,2.9732933,77.67481,3.3565183,86.24632,4.810774,78.56477,1.757385,73.03014,-1.8323591,89.71669,0.31518847,0.12642941,0.15671287,0.025562247,0.25549224,0.06805784,0.38871372,0.12447003,0.18431316,0.025142472,0.27619144,0.10526505,0.16458249,0.017409869,0.3620685,0.109294586,0.42971838,0.120582074,0.2538626,0.06153574,0.25837114,0.083803795,0.17686193,0.03208747,143.5546875
34,classical,classical.00001.wav,"[-0.01138306 -0.00216675  0.01687622 ... -0.02954102 -0.0378418
 -0.03924561]",22050,0.08791102995196956,0.013726473450952886,1362.737822034537,10375.009273755777,0.030438630655407906,3.3223468898927746e-05,2391.65146108774,65444.70798495997,-324.09125,979.1932,133.56267,334.83707,-25.030157,186.74216,24.55361,151.79381,-11.939921,130.00177,17.6585,139.34486,-5.5186734,122.71082,1.71689,82.22954,-10.575926,76.70574,-0.8605745,82.28339,-7.80522,98.36383,3.5297625,117.64856,5.0546646,192.91438,1.3707235,156.38995,3.0050097,163.41847,-3.125152,158.62508,-4.2895784,75.69735,0.5940247,134.63237,2.877037,153.62086,0.37455836,123.75886,0.16392998,0.03288633,0.24087314,0.08922235,0.38838485,0.14265774,0.15326962,0.03742362,0.14749502,0.06411213,0.11807121,0.032937303,0.25473484,0.1105778,0.16138998,0.049756195,0.09070384,0.014727591,0.17595632,0.07501616,0.216874,0.051536202,0.46804577,0.1827077,117.45383522727273
35,classical,classical.00009.wav,"[ 0.01455688  0.02090454  0.01434326 ... -0.03311157 -0.03463745
 -0.03488159]",22050,0.056318189143722774,0.0165250887431824,1220.0987130421329,43421.04458715901,0.023661871440708637,0.00012493995323661493,2569.656512920673,190872.00625696825,-356.10693,5140.358,139.79785,594.8048,-6.283125,222.03105,43.18759,75.501045,-8.871487,121.00684,11.056036,63.851048,-8.395702,70.53017,4.4202566,55.492558,-8.28007,84.04758,8.684677,59.02246,-8.132967,59.21221,3.433306,62.929585,-1.4450533,80.894875,-0.41593623,75.76779,-1.7238505,81.89287,-0.29888755,79.396614,-0.663111,80.80864,1.1574033,105.04092,-0.61887,92.504,-0.25522968,88.03168,0.33005592,0.12264486,0.22444354,0.02856022,0.42632505,0.137986,0.41636947,0.11821781,0.18138202,0.029365705,0.17938241,0.057389382,0.23259695,0.061285663,0.32187557,0.0996475,0.21313213,0.057736564,0.25459903,0.071749315,0.28167403,0.0933405,0.18486089,0.027076071,129.19921875
36,classical,classical.00004.wav,"[-0.01077271 -0.02001953 -0.02426147 ... -0.10516357 -0.11056519
 -0.09179688]",22050,0.1130246355280025,0.012667531331138671,1707.2669829541676,19209.603671138117,0.042069807276129724,1.512929037877489e-05,3177.9115271935093,89435.44414300221,-259.95258,561.93274,118.92715,220.29858,-35.608337,142.42743,31.969566,64.38051,-16.524868,75.918205,10.618957,58.412106,-15.653264,56.39852,7.425692,109.00592,-5.82416,96.58822,8.26638,96.77732,-17.991137,184.43358,-1.1879282,161.21626,-6.356529,104.37319,2.7542677,143.90154,-2.5846868,83.47156,4.4022484,83.16029,-4.126775,69.438194,-4.7860994,131.76007,-4.7787433,115.38224,-4.6025324,217.16139,0.32666084,0.115528256,0.14008462,0.024271639,0.24897668,0.11801038,0.12597182,0.013496372,0.34184575,0.13607898,0.2416039,0.10591687,0.122894265,0.03505398,0.12996168,0.04124166,0.1832983,0.07027013,0.3101378,0.124516495,0.18272458,0.055634003,0.30405736,0.101635724,107.666015625
37,classical,classical.00000.wav,"[-0.02008057 -0.01748657  0.00418091 ...  0.01934814  0.027771
  0.03131104]",22050,0.09835842937974927,0.0057333563237913845,1507.6410558274044,3955.0740055231117,0.036035234481096266,5.2266186413236224e-05,2719.6021446814902,41990.26194648803,-268.21857,1791.9357,135.68166,188.9014,-34.056377,231.39032,25.616009,169.4143,-12.971723,71.249275,17.903263,74.562096,-9.99086,114.8693,5.634088,65.84175,-14.143673,75.42844,7.4931846,177.21745,-3.9764395,106.70966,8.258308,80.11544,-1.333601,154.7423,-0.35799497,188.3949,1.0361007,171.72484,3.7968225,86.13082,-0.31847075,100.83575,1.7730546,95.49382,0.88872147,97.099724,-0.8350777,120.92083,0.124485895,0.014919879,0.29797456,0.089453526,0.4111422,0.12276713,0.20596313,0.042015944,0.33997557,0.1330817,0.15979327,0.017610507,0.33692718,0.13016729,0.19643375,0.057872023,0.17463093,0.043703817,0.32131812,0.11068476,0.14651543,0.014125492,0.3131666,0.13536301,95.703125
38,classical,classical.00007.wav,"[-0.06890869 -0.10128784 -0.07559204 ...  0.17019653  0.18179321
  0.16390991]",22050,0.07322494430695993,0.023219564183284216,1361.6248603935105,56306.06079994453,0.040655245166271926,0.0003194393919468187,2671.4174616887017,191095.76703192954,-286.7648,7855.682,135.92358,530.6477,-24.435642,524.05566,36.658123,142.76888,-6.240166,155.03932,6.963425,71.1228,-8.172439,105.7642,3.8363292,155.44951,-4.407772,87.29626,6.43176,104.58336,-4.1324863,82.374435,1.5559709,93.080605,-4.3460455,68.90873,-3.0125496,67.24286,-0.016203536,64.32783,5.6396313,159.79346,3.425168,121.63012,2.8352244,69.33849,1.0982251,63.845886,-0.2922133,91.20515,0.18918535,0.08407132,0.1412124,0.03109611,0.3422537,0.10170353,0.39533067,0.13311416,0.20491399,0.023332436,0.39033648,0.12813297,0.17472416,0.024515463,0.2759339,0.08274161,0.30637044,0.105085954,0.25835252,0.03927209,0.4685547,0.14724797,0.1720149,0.027935598,107.666015625
39,classical,classical.00006.wav,"[-0.01519775 -0.0246582  -0.01455688 ... -0.00259399 -0.0050354
 -0.00613403]",22050,0.07299712018774299,0.017166999346812175,1373.5726784546557,28842.451190005166,0.03302061203867197,6.970970126796944e-05,2738.617619441106,126900.62062812591,-295.8206,3998.7344,134.53781,307.79678,-22.434929,160.4824,40.75837,85.52023,-5.8729753,117.90183,9.266152,69.7587,-11.873935,85.50215,6.287886,85.62204,-8.864131,57.055767,4.4022937,76.65616,-9.374511,105.205894,4.060037,82.81119,1.6421571,94.27091,5.1347084,80.08628,5.4260035,100.84701,2.2642205,84.92328,-1.8280866,98.38674,-2.927299,100.32394,0.14413233,87.78879,3.1980677,102.54108,0.58698136,0.1455881,0.22406003,0.04901475,0.19525449,0.052120384,0.23415686,0.07633447,0.17372917,0.033541635,0.27642348,0.09779917,0.19078135,0.03941106,0.29723093,0.085424595,0.3157634,0.119596116,0.15647238,0.03137677,0.18855402,0.0735069,0.29773337,0.07033279,103.359375
40,rock,rock.00009.wav,"[-0.02682495 -0.03875732 -0.0296936  ... -0.03311157 -0.04400635
 -0.05004883]",22050,0.04259327498762327,0.005123802004941819,1184.180515142319,3586.384478588622,0.12749770432710647,0.0006858212199965163,2381.240985576923,27085.644236097683,-178.60347,4753.15,154.00502,885.8791,-4.958517,456.54056,21.928644,201.19952,-2.0540266,136.18881,23.674204,76.29957,-1.2848492,128.36229,11.562133,71.51964,-6.0270863,110.39529,4.947251,68.50323,-2.940482,62.627193,5.409077,37.261837,-4.1239824,63.244514,2.9835277,51.947952,-5.321567,49.810734,-8.830944,57.607018,-11.077198,40.246956,-3.2063417,29.99211,3.8582175,32.904152,3.5543106,32.467808,0.54499733,0.10869853,0.31313172,0.039645914,0.31472477,0.09437619,0.2259102,0.024118286,0.37888044,0.074065916,0.5477351,0.118110016,0.60736084,0.078130186,0.53672993,0.09325585,0.29794616,0.06517842,0.2860336,0.09889863,0.14527926,0.016156968,0.31572777,0.0603623,151.99908088235293
41,rock,rock.00003.wav,"[-0.09442139 -0.14968872 -0.13104248 ...  0.02719116 -0.00985718
 -0.06130981]",22050,0.04315844666004613,0.008755345566414673,1421.0314272148019,27345.649551436527,0.1504146710038185,0.00015602102025647155,3040.794715294471,143298.08438591743,-156.54553,5366.87,130.7242,735.0138,-1.4807916,405.91965,36.234592,150.96098,0.3509127,246.40097,31.955034,96.25901,-0.6218728,142.61746,20.156782,73.12981,-11.339355,106.01004,13.855699,49.5893,-3.7898717,83.45811,11.537828,70.01548,-3.2142532,68.85042,5.058525,50.31913,-1.7850621,57.22465,3.542804,28.201984,-2.4448645,32.993214,-0.73302484,33.03518,-1.4241275,39.34434,0.6442886,35.79731,0.34336483,0.11703084,0.25151965,0.05466162,0.2474412,0.059334055,0.32053697,0.06913755,0.4762034,0.112690054,0.48080093,0.1190331,0.44954658,0.08442868,0.4815315,0.08591869,0.4856616,0.111208394,0.44135574,0.13192919,0.3094517,0.0752411,0.2739369,0.055187803,95.703125
42,rock,rock.00007.wav,"[ 0.10076904  0.15240479  0.12155151 ... -0.00024414  0.00830078
  0.03182983]",22050,0.047242746891781824,0.008970844320104306,1284.352247442482,19658.045589320904,0.15604663342237474,0.001612292632329828,2681.7119891826924,102365.04612935364,-140.46417,2934.91,149.30049,557.28143,-10.073525,273.60104,38.784744,136.99059,1.5350952,162.65771,20.120266,71.56868,-11.34188,90.33152,16.292198,67.22714,-13.255261,146.00279,10.183559,92.77045,-9.257683,86.35762,4.699765,50.890213,-8.370977,51.051365,2.2718363,45.68781,-6.509603,48.04199,-1.6324769,50.388,-6.4886813,53.077282,-4.7097774,49.610226,-2.5701594,34.24324,-1.7915926,28.87634,0.40850207,0.0948732,0.3421114,0.066824764,0.3675627,0.104552515,0.2899218,0.04450714,0.5177227,0.107163906,0.5221736,0.12319942,0.33342746,0.06416079,0.31746218,0.096375085,0.35570198,0.07028689,0.36598992,0.09442031,0.2082015,0.04483215,0.28072846,0.05085318,89.10290948275862
43,rock,rock.00006.wav,"[ 0.11206055  0.1816101   0.16653442 ...  0.13134766  0.09609985
 -0.01416016]",22050,0.08744552862189728,0.011583883085915904,1678.0851199577137,13360.978919816915,0.1790245831012726,0.0005536262387002643,3257.8079927884614,43886.398012355945,-98.38648,2694.7004,136.57487,671.1489,-46.71402,339.41483,46.476673,255.24083,-17.152012,213.64885,10.547506,147.66106,-14.580566,116.87941,16.55133,113.080025,-12.312679,99.419655,3.701862,85.8813,-12.647758,87.86799,2.9513052,78.73793,-12.505246,64.52926,0.10987183,62.327606,-0.7819078,72.176476,-5.6888523,63.223953,-8.629558,65.66598,-1.8903698,52.954563,-2.1854918,41.101078,-3.397589,44.949505,0.3208948,0.0735153,0.44570595,0.1184897,0.44266915,0.07289344,0.5137566,0.11824435,0.27510458,0.04773417,0.22419515,0.052475907,0.2786363,0.073637,0.3266592,0.0923578,0.43654186,0.10599477,0.32671455,0.07016238,0.30688274,0.08395071,0.23605068,0.051975213,112.34714673913044
44,rock,rock.00002.wav,"[-0.08190918 -0.11526489 -0.08959961 ... -0.19174194 -0.31488037
 -0.15615845]",22050,0.07696345615555514,0.015135868617466845,1872.7211712622989,15097.631846398275,0.14765892326831817,0.0001917667575848192,3923.3744553786064,80359.41654033247,-120.445526,8091.6523,117.5898,855.72375,-27.635336,548.95874,42.838066,194.111,-6.757944,296.32077,21.64214,155.98851,-12.10304,113.92696,17.95223,59.674187,-10.473286,118.46772,12.275668,61.06342,-6.5690436,92.33622,13.523022,44.695625,-2.420074,65.17194,6.712717,47.13644,-3.1554117,73.76782,5.4701724,32.84723,-2.235662,45.98354,1.0611793,48.13715,-1.654424,32.438797,-0.035615124,31.247318,0.50704503,0.08786588,0.48393872,0.047799326,0.7297073,0.09644699,0.39711785,0.032552067,0.28936818,0.04906908,0.27613235,0.05578408,0.2931214,0.04940344,0.29485932,0.053204272,0.42637408,0.06515482,0.61495245,0.0919725,0.45172176,0.07761494,0.4770262,0.11558715,107.666015625
45,rock,rock.00008.wav,"[-0.27770996 -0.38571167 -0.23297119 ...  0.0149231  -0.06390381
 -0.07302856]",22050,0.08505825062510315,0.009190168198822584,1719.9947651987975,14228.0176746373,0.2593734934926033,0.00022127285360512563,3368.596322866587,141257.71367856066,-14.946681,586.03094,138.44057,193.81853,-41.902412,71.186485,22.075436,97.14124,-18.676533,57.090958,32.004406,36.98471,-20.370274,40.541683,15.703648,44.059715,-17.348824,50.44654,14.874468,19.228134,-8.903126,25.562647,12.260919,36.830887,-5.8288655,35.157722,9.972276,29.98837,-3.1722856,25.010906,1.9803573,21.618004,-6.9255514,26.14545,3.12534,20.053642,-2.9862368,18.841654,-6.6731334,32.08077,0.3604298,0.06261016,0.47747108,0.09446597,0.4031369,0.069886185,0.36912033,0.061674368,0.33489344,0.07130204,0.29249617,0.05192412,0.37752077,0.079904735,0.520325,0.10860499,0.476082,0.05442731,0.5345362,0.1236187,0.39421514,0.06432433,0.3661411,0.07797807,123.046875
46,rock,rock.00000.wav,"[-0.03344727 -0.05490112 -0.05435181 ... -0.08416748  0.02886963
  0.1296997 ]",22050,0.0903737611627651,0.02294746745746432,1997.6844258162005,53252.39517974768,0.1283400408923626,0.002891573891024813,4231.340670072115,227275.7771629187,-116.62627,5845.387,109.25263,485.50607,-23.163752,368.85547,40.67948,161.10098,-11.888837,195.70766,23.152943,127.25556,-15.409277,130.27264,15.1249895,63.697853,-13.522578,111.76193,12.695887,59.18774,-10.871556,77.22884,8.497991,54.67226,-11.577597,39.065804,2.1976974,59.77731,-6.180506,72.424324,1.9899799,72.008995,-7.9558887,35.61278,2.0833836,33.016693,-2.3929138,30.403517,-1.5417932,57.88043,0.37538671,0.07384538,0.4899829,0.0788027,0.49544105,0.104379185,0.41691038,0.0585161,0.4765046,0.11409897,0.33138686,0.080736905,0.2833211,0.057041526,0.325555,0.08631464,0.3884531,0.06693018,0.50401485,0.12115716,0.2874396,0.05150659,0.27479997,0.05274756,123.046875
47,rock,rock.00004.wav,[0.01242065 0.07501221 0.05819702 ... 0.13513184 0.17703247 0.1826477 ],22050,0.04114567473150772,0.008930487088143453,1346.2696845695646,31682.002134797764,0.2075318858027458,0.00048097256856826964,2940.524526742788,284836.8147390269,-127.970406,3183.7078,134.44084,828.56964,1.0205101,451.0446,54.43924,154.66486,-0.4544706,161.37947,35.814583,102.645134,-10.856742,133.12305,16.386305,43.617428,-10.0327215,113.01953,6.5924654,87.64446,-6.6975994,66.39649,11.041861,67.328285,-8.380609,65.613625,2.1077473,52.52756,-6.3462076,39.329388,0.9917485,37.742226,-5.323316,46.326424,-0.8430055,43.06578,-4.661474,27.124548,-4.788684,27.6364,0.36216694,0.09129373,0.36138406,0.08050212,0.35536033,0.09742458,0.32183203,0.075908266,0.28315225,0.066944204,0.25592095,0.055597704,0.3339038,0.057846278,0.5450671,0.12731177,0.512038,0.07425224,0.461979,0.1202456,0.34720138,0.073050715,0.32186845,0.057347562,103.359375
48,rock,rock.00001.wav,[0.36239624 0.6494751  0.6317444  ... 0.04336548 0.0557251  0.05700684],22050,0.055041279559588555,0.012798374580615389,1530.9235119326959,53706.88268757289,0.17931559383869172,0.0027567403794346544,3275.183631310096,360900.8706962907,-111.25285,3154.2026,134.15211,745.4454,-24.65805,318.48376,41.54234,203.56879,-3.0750806,131.25163,28.475191,73.57225,-10.59955,146.67413,14.917008,53.902206,-14.410271,118.97466,8.844091,49.57464,-4.5479774,71.35294,9.940146,62.030167,-4.680241,54.027027,3.6218278,34.821842,-5.555472,49.379974,3.3616462,28.226122,-4.9562955,38.255936,-1.4779109,38.036705,0.089315675,31.705433,-5.348198,37.678947,0.29498082,0.087806016,0.31911126,0.08216899,0.3383049,0.10480844,0.39390814,0.061425257,0.47899717,0.12694861,0.3133994,0.050731927,0.27673933,0.0761534,0.30829057,0.07084029,0.4129999,0.09916913,0.4969466,0.1288795,0.39391893,0.07912767,0.3572556,0.08122763,151.99908088235293
49,rock,rock.00005.wav,"[ 0.05627441  0.09179688  0.10171509 ... -0.24969482 -0.15661621
 -0.05892944]",22050,0.07713575550813964,0.008413501335495037,1543.3217769651403,30617.811683622564,0.20259183794260024,0.0009738981151700996,2869.7465444711534,109163.6372049758,-62.36485,1572.5226,153.79044,975.2122,-55.13121,223.17624,28.010103,143.24887,-6.850295,157.17488,17.46384,99.863846,-22.614672,190.12909,18.14102,78.53615,-12.584327,132.88754,4.502157,75.72983,-8.390483,61.825478,7.216679,47.548717,-2.5232487,47.69909,4.844655,28.731682,-6.2757077,31.911957,-0.7144788,45.18292,-2.2775123,27.14101,-5.244769,41.87875,-5.2250953,28.84118,-6.2768855,33.44248,0.63556147,0.11452909,0.46344283,0.05379237,0.44832417,0.12001148,0.33151257,0.05541883,0.40410283,0.07633124,0.19784161,0.022252599,0.23306726,0.038367465,0.27600208,0.040803727,0.31380114,0.046186406,0.48369592,0.14329332,0.32157752,0.04697283,0.41216758,0.060057033,99.38401442307692
50,metal,metal.00004.wav,"[-0.04174805 -0.06900024 -0.04388428 ...  0.03582764  0.03430176
 -0.00180054]",22050,0.19267599394902354,0.008357879895540795,3401.765631902468,12533.386938739073,0.06307434961199761,8.210049329762103e-06,6901.764291616586,51472.617624287435,-107.15857,1127.3875,47.66012,322.0875,-8.623368,182.35811,38.404957,182.75574,8.464611,102.79663,9.544071,96.171715,1.0112349,111.44655,20.752398,80.36112,0.71035355,62.776966,11.781386,63.803482,1.1649987,49.65415,11.065436,42.729504,-2.537655,43.61262,7.584563,42.63342,-4.201381,36.75403,7.0797977,36.84952,-6.62206,39.422897,4.5490694,32.383205,-4.264682,30.514742,4.287557,32.46356,0.5873929,0.04659196,0.6252649,0.047064,0.6551111,0.05739546,0.59186804,0.050045043,0.5854507,0.035131216,0.6593953,0.048817214,0.6037233,0.038758952,0.65086097,0.04731983,0.6981493,0.04453303,0.7171774,0.049192026,0.65102804,0.045228086,0.591477,0.04382856,135.99917763157896
